ticker,offset,aar
KRE,-1,-0.00019436481229594864
KRE,0,-0.0020189933788615747
KRE,1,-0.0019496602137434836
SPY,-1,0.0018440343608881065
SPY,0,-0.001489569009641213
SPY,1,-0.0006843620652809408
TLT,-1,0.001437480244929118
TLT,0,0.0029759976529375198
TLT,1,-0.0007328263630399434
XLF,-1,0.0006413897535867172
XLF,0,-0.001506799765887777
XLF,1,-0.000779229097517926
